episode,reward,violations,violation_rate,modifications,modification_rate
1,-464,16,0.034482758620689655,16,0.034482758620689655
2,-369,42,0.05042016806722689,42,0.05042016806722689
3,-294,63,0.055900621118012424,63,0.055900621118012424
4,-588,100,0.05830903790087463,100,0.05830903790087463
5,-474,138,0.06304248515303791,138,0.06304248515303791
6,-285,171,0.06911883589329022,171,0.06911883589329022
7,-384,214,0.0748775367389783,214,0.0748775367389783
8,-309,235,0.0742027155036312,235,0.0742027155036312
9,-96,247,0.07569721115537849,247,0.07569721115537849
10,-234,276,0.07892479267943953,276,0.07892479267943953
11,-317,300,0.07865757734661773,300,0.07865757734661773
12,-61,306,0.07896774193548387,306,0.07896774193548387
13,-83,318,0.08034360788276908,318,0.08034360788276908
14,-36,323,0.08087130696044066,323,0.08087130696044066
15,-74,327,0.0803834808259587,327,0.0803834808259587
16,-105,335,0.08027797747423916,335,0.08027797747423916
17,-88,341,0.08002816240319174,341,0.08002816240319174
18,-64,351,0.08115606936416185,351,0.08115606936416185
19,-69,357,0.08124715521165225,357,0.08124715521165225
20,-99,365,0.08123748052526152,365,0.08123748052526152
21,-77,368,0.08052516411378556,368,0.08052516411378556
22,-102,379,0.08112157534246575,379,0.08112157534246575
23,-58,391,0.08266384778012685,391,0.08266384778012685
24,-120,399,0.0822680412371134,399,0.0822680412371134
25,-201,425,0.0841417541080974,425,0.0841417541080974
26,-94,440,0.08551992225461613,440,0.08551992225461613
27,-78,453,0.08673176335439403,453,0.08673176335439403
28,-62,462,0.08741721854304636,462,0.08741721854304636
29,-43,468,0.08783783783783784,468,0.08783783783783784
30,-65,484,0.0897459669942518,484,0.0897459669942518
31,-79,493,0.09009502923976608,493,0.09009502923976608
32,-52,501,0.09069514844315714,501,0.09069514844315714
33,-45,509,0.09139881486801939,509,0.09139881486801939
34,-91,520,0.09187279151943463,520,0.09187279151943463
35,-57,525,0.09183138009445513,525,0.09183138009445513
36,-60,534,0.09243552016617622,534,0.09243552016617622
37,-103,558,0.09489795918367347,558,0.09489795918367347
38,-38,565,0.09547144305508617,565,0.09547144305508617
39,-105,585,0.09712767723725718,585,0.09712767723725718
40,-90,599,0.09798789465074431,599,0.09798789465074431
41,-44,604,0.0980997238915056,604,0.0980997238915056
42,-38,615,0.09927360774818401,615,0.09927360774818401
43,-28,621,0.09979109754137876,621,0.09979109754137876
44,-75,643,0.10209590346141632,643,0.10209590346141632
45,-52,656,0.10330708661417323,656,0.10330708661417323
46,-48,664,0.10378243201000313,664,0.10378243201000313
47,-69,683,0.10561311272614814,683,0.10561311272614814
48,-30,687,0.10574111128213022,687,0.10574111128213022
49,-128,719,0.10852830188679245,719,0.10852830188679245
50,-63,734,0.10974880382775119,734,0.10974880382775119
51,-45,745,0.11064904203178375,745,0.11064904203178375
52,-40,756,0.11161966632216153,756,0.11161966632216153
53,-33,761,0.11181310608286806,761,0.11181310608286806
54,-58,764,0.11130536130536131,764,0.11130536130536131
55,-44,769,0.11132020845396641,769,0.11132020845396641
56,-57,774,0.11112706389088299,774,0.11112706389088299
57,-35,786,0.11228571428571428,786,0.11228571428571428
58,-125,804,0.1128421052631579,804,0.1128421052631579
59,-44,815,0.11368391686427674,815,0.11368391686427674
60,-38,827,0.11474954904953517,827,0.11474954904953517
61,-76,839,0.11519978031031168,839,0.11519978031031168
62,-31,849,0.11607875307629205,849,0.11607875307629205
63,-29,854,0.11630123927550047,854,0.11630123927550047
64,-39,862,0.11677052289352478,862,0.11677052289352478
65,-98,883,0.11804812834224598,883,0.11804812834224598
66,-105,902,0.11891891891891893,902,0.11891891891891893
67,-125,930,0.12062256809338522,930,0.12062256809338522
68,-53,940,0.1210872085533943,940,0.1210872085533943
69,-24,950,0.12199820213175806,950,0.12199820213175806
70,-60,964,0.12284949662291321,964,0.12284949662291321
71,-33,973,0.1234771573604061,973,0.1234771573604061
72,-49,983,0.12397528061546223,983,0.12397528061546223
73,-27,988,0.12418300653594772,988,0.12418300653594772
74,-42,995,0.12440610152538134,995,0.12440610152538134
75,-57,1004,0.12464307883302296,1004,0.12464307883302296
76,-30,1009,0.12479901051329623,1009,0.12479901051329623
77,-96,1035,0.1265126512651265,1035,0.1265126512651265
78,-101,1063,0.128350639942043,1063,0.128350639942043
79,-40,1071,0.12869502523431867,1071,0.12869502523431867
80,-23,1075,0.1288196524865189,1075,0.1288196524865189
81,-51,1095,0.13041924726060028,1095,0.13041924726060028
82,-44,1109,0.13139810426540285,1109,0.13139810426540285
83,-42,1116,0.13157274227776466,1116,0.13157274227776466
84,-38,1128,0.1323943661971831,1128,0.1323943661971831
85,-55,1142,0.13317784256559767,1142,0.13317784256559767
86,-23,1150,0.1337520353570598,1150,0.1337520353570598
87,-17,1154,0.13395240858966917,1154,0.13395240858966917
88,-71,1169,0.13458438867142528,1169,0.13458438867142528
89,-54,1185,0.13558352402745996,1185,0.13558352402745996
90,-25,1192,0.13599543639475187,1192,0.13599543639475187
91,-26,1201,0.13661699465362304,1201,0.13661699465362304
92,-27,1212,0.13744613290995691,1212,0.13744613290995691
93,-62,1224,0.13783783783783785,1224,0.13783783783783785
94,-32,1230,0.138016157989228,1230,0.138016157989228
95,-65,1251,0.1393561323381976,1251,0.1393561323381976
96,-28,1259,0.13981121599111604,1259,0.13981121599111604
97,-37,1267,0.14012386640123867,1267,0.14012386640123867
98,-43,1275,0.14034122179416622,1275,0.14034122179416622
99,-51,1294,0.14163747810858143,1294,0.14163747810858143
100,-27,1302,0.14209320091673033,1302,0.14209320091673033
101,-46,1317,0.1430122706048431,1317,0.1430122706048431
102,-31,1328,0.14372294372294372,1328,0.14372294372294372
103,-37,1335,0.14390427940066833,1335,0.14390427940066833
104,-29,1346,0.14463786804212336,1346,0.14463786804212336
105,-60,1364,0.14563314114883621,1364,0.14563314114883621
106,-27,1370,0.14585329500692004,1370,0.14585329500692004
107,-34,1382,0.1466001909409144,1382,0.1466001909409144
108,-26,1389,0.14693748016502697,1389,0.14693748016502697
